index,time,lat,lon,east_cm,north_cm,quality
827,075330.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
828,075330.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
829,075330.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
830,075330.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
831,075330.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
832,075330.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
833,075330.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
834,075330.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
835,075331.05,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
836,075331.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
837,075331.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
838,075331.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
839,075331.45,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
840,075331.55,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
841,075331.65,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
842,075331.75,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
843,075331.85,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
844,075331.95,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
845,075332.05,37.30391616666667,127.90718366666667,-0.8049638347068965,-0.6980284842086348,4
846,075332.15,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
847,075332.25,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
848,075332.35,37.30391633333333,127.90718366666667,-0.8049638347068965,1.1573048444404321,4
