Lat,Lon
37.3009004,127.9093642
37.3009002,127.9093691
37.3009001,127.9093738
37.3008997,127.9093784
37.3008997,127.9093829
37.3009003,127.9093876
37.3009008,127.9093925
37.3009007,127.9093972
37.3009007,127.9094018
37.3009007,127.9094069
37.3009006,127.9094114
37.3009004,127.9094162
37.3009003,127.9094210
37.3009002,127.9094255
37.3009000,127.9094309
37.3008996,127.9094356
37.3008999,127.9094404
37.3008999,127.9094449
37.3009001,127.9094496
37.3009003,127.9094545
37.3009003,127.9094591
37.3009003,127.9094638
37.3009002,127.9094685
37.3009001,127.9094733
37.3009001,127.9094781
37.3009002,127.9094827
37.3009001,127.9094875
37.3009003,127.9094920
37.3009003,127.9094967
37.3009005,127.9095014
37.3009006,127.9095061
37.3009006,127.9095108
37.3009009,127.9095157
37.3009013,127.9095206
37.3009015,127.9095251
37.3009009,127.9095305
37.3009011,127.9095353
37.3009015,127.9095401
37.3009018,127.9095446
37.3009018,127.9095491
37.3009021,127.9095536
37.3009021,127.9095581
37.3009022,127.9095628
37.3009020,127.9095674
37.3009019,127.9095722
37.3009019,127.9095768
37.3009021,127.9095817
37.3009019,127.9095866
37.3009017,127.9095911
37.3009017,127.9095959
37.3009017,127.9096007
37.3009015,127.9096055
37.3009014,127.9096101
37.3009015,127.9096148
37.3009014,127.9096196
37.3009012,127.9096242
37.3009011,127.9096287
37.3009011,127.9096337
37.3009010,127.9096384
37.3009007,127.9096433
37.3009004,127.9096478
37.3009001,127.9096525
37.3008997,127.9096572
37.3008990,127.9096618
