timestamp,lane_valid,side,lane_center_x,error_px,half_width,pixel_count,speed_mps,motor_rpm,steering_deg
2026-07-28T07:58:37.424249+00:00,1,BOTH,707.5,67.5,521.9,17740,-0.006910376330561121,-1.3197846619608429,1.266
2026-07-28T07:58:38.157746+00:00,1,BOTH,708.0,68.0,529.9,17418,-0.0055278275208547716,-1.0557372894041448,2.034
2026-07-28T07:58:38.791162+00:00,1,BOTH,707.5,67.5,536.2,17587,-0.0017007950029801577,-0.32482791829234436,2.486
2026-07-28T07:58:38.907917+00:00,1,BOTH,707.5,67.5,541.3,17799,-0.00015583617612719536,-0.02976251729181883,2.757
2026-07-28T07:58:38.957804+00:00,1,BOTH,707.5,67.5,545.3,18248,-0.003661279883235693,-0.6992529497518535,2.92
2026-07-28T07:58:39.007845+00:00,1,BOTH,707.5,67.5,548.6,18204,-0.00022127875825390218,-0.04226112981281408,3.018
2026-07-28T07:58:39.041338+00:00,1,BOTH,707.5,67.5,551.2,18275,0.002042599783744663,0.3901078228096795,3.076
2026-07-28T07:58:39.091329+00:00,1,BOTH,707.0,67.0,553.1,18585,-0.012829779020976276,-2.4503072999580864,3.102
2026-07-28T07:58:39.124625+00:00,1,BOTH,707.5,67.5,554.8,17724,0.01778071662411094,3.395866730932193,3.127
2026-07-28T07:58:39.157884+00:00,1,BOTH,707.0,67.0,556.0,18441,-7.497077691368758e-05,-0.014318363679903754,3.132
2026-07-28T07:58:39.241258+00:00,1,BOTH,707.5,67.5,557.1,17793,-1.2037237174808981e-05,-0.0022989429570484444,3.145
2026-07-28T07:58:39.358251+00:00,1,BOTH,707.0,67.0,558.1,17948,0.0037927480338839814,0.7243615169936437,3.143
2026-07-28T07:58:39.408049+00:00,1,BOTH,707.0,67.0,558.9,17542,0.006217783279134892,1.1875091327381426,3.142
2026-07-28T07:58:39.474752+00:00,1,BOTH,707.5,67.5,559.4,17805,0.010065506545361131,1.922370145701661,3.151
2026-07-28T07:58:39.508086+00:00,1,BOTH,707.5,67.5,560.0,17611,-0.014032434212276712,-2.6799975221947983,3.156
2026-07-28T07:58:39.558066+00:00,1,BOTH,707.5,67.5,560.3,17607,0.0012004467681981624,0.22926844449291384,3.159
2026-07-28T07:58:39.608298+00:00,1,BOTH,708.0,68.0,560.7,17425,0.0001119715324603021,0.02138498745195803,3.171
2026-07-28T07:58:39.691539+00:00,1,BOTH,707.0,67.0,560.9,18213,0.019609267996856944,3.74509431853619,3.159
2026-07-28T07:58:39.741403+00:00,1,BOTH,707.5,67.5,561.0,18259,-0.019693135768175125,-3.761111882981857,3.161
2026-07-28T07:58:39.808165+00:00,1,BOTH,708.0,68.0,561.2,17496,-0.013786776918859687,-2.6330804351301236,3.171
2026-07-28T07:58:39.858149+00:00,1,BOTH,707.0,67.0,561.4,17999,-0.0005718021977918397,-0.10920617549925712,3.159
2026-07-28T07:58:39.958318+00:00,1,BOTH,707.0,67.0,561.5,17983,-0.01715199849102646,-3.2757904125019093,3.152
2026-07-28T07:58:40.041552+00:00,1,BOTH,708.0,68.0,561.6,17661,-0.0197765089944005,-3.777034996272201,3.166
2026-07-28T07:58:40.124979+00:00,1,BOTH,707.5,67.5,561.6,17851,-3.211994713637978e-05,-0.0061344580303262525,3.165
2026-07-28T07:58:40.175238+00:00,1,BOTH,707.5,67.5,561.6,17907,-5.969137419015169e-05,-0.011400212714772748,3.165
2026-07-28T07:58:40.259546+00:00,1,BOTH,707.5,67.5,561.6,17914,-6.12856785301119e-05,-0.011704702414569782,3.164
2026-07-28T07:58:40.308320+00:00,1,BOTH,707.5,67.5,561.5,17922,2.6550918119028196e-06,0.0005070851834725807,3.164
2026-07-28T07:58:40.391638+00:00,1,BOTH,707.0,67.0,561.4,18761,0.012023226165911182,2.2962670514598975,3.155
2026-07-28T07:58:40.408300+00:00,1,BOTH,707.5,67.5,561.4,17821,-0.013948735439917072,-2.664012234172686,3.159
2026-07-28T07:58:40.508561+00:00,1,BOTH,707.0,67.0,561.4,18525,-0.01614119275705889,-3.082740737622025,3.151
2026-07-28T07:58:40.558511+00:00,1,BOTH,707.5,67.5,561.4,17820,-0.007326721489225747,-1.3993007300014686,3.156
2026-07-28T07:58:40.609032+00:00,1,BOTH,707.5,67.5,561.4,17802,-0.027243183559039607,-5.20306479477721,3.159
2026-07-28T07:58:40.691866+00:00,1,BOTH,707.5,67.5,561.4,17752,0.0030195144657045605,0.5766847835452369,3.161
2026-07-28T07:58:40.708543+00:00,1,BOTH,707.5,67.5,561.4,18207,0.0,0.0,3.162
2026-07-28T07:58:40.808350+00:00,1,RIGHT,322.56,-317.44,561.4,15674,0.0,0.0,-0.838
2026-07-28T07:58:40.825305+00:00,1,BOTH,707.5,67.5,561.5,17731,0.09114899556239835,17.408175841940317,0.763
2026-07-28T07:58:40.891946+00:00,1,BOTH,707.5,67.5,561.5,17928,0.01517981698983931,2.899131490995914,1.723
2026-07-28T07:58:40.925264+00:00,1,BOTH,707.5,67.5,561.5,17758,-0.00017347170651191843,-0.033130655493550015,2.3
2026-07-28T07:58:40.975226+00:00,1,BOTH,707.0,67.0,561.6,17772,0.02248226834111847,4.293796966088916,2.636
2026-07-28T07:58:41.058681+00:00,1,BOTH,707.5,67.5,561.6,17880,-0.0017230090309749357,-0.32907048512596515,2.847
2026-07-28T07:58:41.125284+00:00,1,BOTH,707.5,67.5,561.5,18106,-0.010737435652408749,-2.0506991522544027,2.974
2026-07-28T07:58:41.141986+00:00,1,BOTH,707.0,67.0,561.6,18048,0.01208125937730074,2.3073505784072714,3.041
2026-07-28T07:58:41.191826+00:00,1,BOTH,707.5,67.5,561.6,18163,-0.03135423282510601,-5.98821736916374,3.09
2026-07-28T07:58:41.292150+00:00,1,BOTH,707.5,67.5,561.6,17875,-0.0073554809868801386,-1.404793389456512,3.12
2026-07-28T07:58:41.325321+00:00,1,BOTH,707.5,67.5,561.6,17991,0.012780795902363024,2.4409522134116597,3.137
2026-07-28T07:58:41.375265+00:00,1,BOTH,707.5,67.5,561.6,17693,-0.010704357120557688,-2.0443816180292202,3.148
2026-07-28T07:58:41.458769+00:00,1,BOTH,707.5,67.5,561.5,17955,-0.001013840670348145,-0.19362930503220965,3.154
2026-07-28T07:58:41.525286+00:00,1,BOTH,707.0,67.0,561.4,18311,1.0202347766608e-05,0.0019485048938378661,3.149
2026-07-28T07:58:41.575373+00:00,1,BOTH,707.5,67.5,561.4,17705,0.0,0.0,3.155
2026-07-28T07:58:41.592110+00:00,1,BOTH,707.5,67.5,561.5,18274,2.2742076544091086e-06,0.00043434166777996135,3.159
2026-07-28T07:58:41.658881+00:00,1,BOTH,707.5,67.5,561.5,17703,-0.027716569560288916,-5.293474861284409,3.161
2026-07-28T07:58:41.725466+00:00,1,BOTH,707.0,67.0,561.4,18400,0.00264717461890541,0.5055731109914403,3.153
2026-07-28T07:58:41.792138+00:00,1,BOTH,707.5,67.5,561.4,17825,0.00012479708762839435,0.023834488055437655,3.157
2026-07-28T07:58:41.858799+00:00,1,BOTH,707.5,67.5,561.4,18098,0.009690428682661149,1.8507355506300065,3.16
2026-07-28T07:58:41.908860+00:00,1,BOTH,707.5,67.5,561.4,17856,0.0024310574249830096,0.46429776735156064,3.162
2026-07-28T07:58:41.958905+00:00,1,BOTH,707.5,67.5,561.4,18120,-0.0013054474326781927,-0.2493220942288304,3.163
2026-07-28T07:58:42.025504+00:00,1,BOTH,707.5,67.5,561.5,17923,-0.00787652488797903,-1.5043054443698398,3.163
2026-07-28T07:58:42.075744+00:00,1,BOTH,707.5,67.5,561.5,17862,-0.00019102110760286448,-0.03648234421186165,3.164
2026-07-28T07:58:42.092207+00:00,1,BOTH,707.5,67.5,561.5,17962,-0.011112063050968573,-2.122247715012547,3.164
2026-07-28T07:58:42.192297+00:00,1,BOTH,707.5,67.5,561.5,18112,0.004478945974260569,0.8554156699741375,3.164
2026-07-28T07:58:42.242296+00:00,1,BOTH,707.5,67.5,561.5,17712,-0.000659642317914404,-0.12598240268240748,3.164
2026-07-28T07:58:42.309025+00:00,1,BOTH,707.5,67.5,561.5,17915,0.22720965558779427,43.39384776600545,3.164
2026-07-28T07:58:42.325692+00:00,1,BOTH,707.5,67.5,561.5,17957,0.015850485269911587,3.027219697334045,3.164
2026-07-28T07:58:42.409052+00:00,1,BOTH,707.5,67.5,561.5,18316,-0.00598988434241619,-1.1439836419731404,3.164
