timestamp,left_a,left_b,left_c,right_a,right_b,right_c,speed_mps,motor_rpm,steering_deg
2026-07-27T07:59:36.801543+00:00,nan,nan,nan,nan,nan,nan,0.0013582482465426438,0.2594063068597933,nan
2026-07-27T07:59:37.468261+00:00,nan,nan,nan,nan,nan,nan,0.0007855160057079047,0.15002250622345742,nan
2026-07-27T07:59:38.035055+00:00,nan,nan,nan,nan,nan,nan,7.283788072527387e-06,0.001391101051411827,nan
2026-07-27T07:59:38.501661+00:00,nan,nan,nan,nan,nan,nan,7.283788072527387e-06,0.001391101051411827,nan
2026-07-27T07:59:38.901721+00:00,nan,nan,nan,nan,nan,nan,-0.0009835168486461044,-0.18783788169142918,nan
2026-07-27T07:59:39.385068+00:00,nan,nan,nan,nan,nan,nan,0.0002811013146128971,0.05368639647632713,nan
2026-07-27T07:59:39.887686+00:00,nan,nan,nan,nan,nan,nan,4.582267923979089e-05,0.008751487088072512,nan
2026-07-27T07:59:40.335222+00:00,nan,nan,nan,nan,nan,nan,0.0010871461814531357,0.20762962637009416,nan
2026-07-27T07:59:40.868499+00:00,nan,nan,nan,nan,nan,nan,0.0006683665464515798,0.1276486075980334,nan
2026-07-27T07:59:41.368429+00:00,nan,nan,nan,nan,nan,nan,-0.0004384114489948843,-0.08373041905873942,nan
2026-07-27T07:59:41.935254+00:00,nan,nan,nan,nan,nan,nan,3.075142594752833e-05,0.005873089736008206,nan
2026-07-27T07:59:42.385284+00:00,nan,nan,nan,nan,nan,nan,-2.9051152523607016e-05,-0.005548361431978376,nan
2026-07-27T07:59:42.835466+00:00,nan,nan,nan,nan,nan,nan,-0.000493914654944092,-0.09433075055985611,nan
2026-07-27T07:59:43.235420+00:00,nan,nan,nan,nan,nan,nan,4.509675462031737e-05,0.008612845698270935,nan
2026-07-27T07:59:43.818794+00:00,nan,nan,nan,nan,nan,nan,0.0012953679595375433,0.2473970566599148,nan
2026-07-27T07:59:44.218825+00:00,nan,nan,nan,nan,nan,nan,-1.894310138595756e-05,-0.0036178658676792952,nan
2026-07-27T07:59:44.702210+00:00,nan,nan,nan,nan,nan,nan,-7.521902007283643e-05,-0.014365774630944498,nan
2026-07-27T07:59:45.135800+00:00,nan,nan,nan,nan,nan,nan,0.0003279375361853454,0.06263145589113002,nan
2026-07-27T07:59:45.635574+00:00,nan,nan,nan,nan,nan,nan,0.0009458771708887071,0.18064923276565814,nan
2026-07-27T07:59:46.102461+00:00,nan,nan,nan,nan,nan,nan,-9.19585712836124e-06,-0.00175627934153464,nan
2026-07-27T07:59:46.552429+00:00,nan,nan,nan,nan,nan,nan,0.0005287541427242104,0.10098460259385074,nan
2026-07-27T07:59:46.985487+00:00,nan,nan,nan,nan,nan,nan,0.0005028621503151954,0.09603959629977965,nan
2026-07-27T07:59:47.518987+00:00,nan,nan,nan,nan,nan,nan,3.593573346734047e-05,0.006863219537952109,nan
2026-07-27T07:59:47.919014+00:00,nan,nan,nan,nan,nan,nan,-8.768950647208839e-06,-0.001674746209478594,nan
2026-07-27T07:59:48.452279+00:00,nan,nan,nan,nan,nan,nan,-3.252835842431523e-05,-0.006212458840673597,nan
2026-07-27T07:59:49.002391+00:00,nan,nan,nan,nan,nan,nan,-3.1785748542461076e-05,-0.006070630800490425,nan
2026-07-27T07:59:49.469151+00:00,nan,nan,nan,nan,nan,nan,-2.2678636014461516e-06,-0.0004331300429140117,nan
2026-07-27T07:59:49.902559+00:00,nan,nan,nan,nan,nan,nan,-2.2506186214741317e-05,-0.004298364943467304,nan
2026-07-27T07:59:50.435935+00:00,nan,nan,nan,nan,nan,nan,-1.7929465393535793e-05,-0.0034242756532515553,nan
2026-07-27T07:59:50.886670+00:00,nan,nan,nan,nan,nan,nan,5.0030219936161304e-05,0.009555068168177711,nan
2026-07-27T07:59:51.386707+00:00,nan,nan,nan,nan,nan,nan,-6.918685685377567e-05,-0.013213716318323732,nan
2026-07-27T07:59:51.785941+00:00,nan,nan,nan,nan,nan,nan,-2.4747157003730535e-05,-0.004726358837537918,nan
2026-07-27T07:59:52.370060+00:00,nan,nan,nan,nan,nan,nan,-5.174079415155575e-06,-0.0009881763778464391,nan
2026-07-27T07:59:52.636121+00:00,nan,nan,nan,nan,nan,nan,5.9149567532585935e-05,0.011296735265470722,nan
2026-07-27T07:59:53.236174+00:00,nan,nan,nan,nan,nan,nan,-0.0009687432134523988,-0.18501632520921163,nan
2026-07-27T07:59:53.786041+00:00,nan,nan,nan,nan,nan,nan,3.3180907048517836e-05,0.00633708644765319,nan
2026-07-27T07:59:54.002533+00:00,nan,nan,nan,nan,nan,nan,-1.9735628447961063e-05,-0.0037692273870216404,nan
2026-07-27T07:59:54.836290+00:00,nan,nan,nan,nan,nan,nan,0.000477491303026909,0.09119412139214718,nan
2026-07-27T07:59:55.236315+00:00,nan,nan,nan,nan,nan,nan,-1.3404060373432001e-05,-0.00255998695912068,nan
2026-07-27T07:59:55.719727+00:00,nan,nan,nan,nan,nan,nan,2.3712122492725028e-05,0.004528681807101244,nan
2026-07-27T07:59:56.269657+00:00,nan,nan,nan,nan,nan,nan,2.535772320698015e-05,0.004842968392736352,nan
2026-07-27T07:59:56.769709+00:00,nan,nan,nan,nan,nan,nan,-2.2238287492655217e-05,-0.004247200056425699,nan
2026-07-27T07:59:57.353134+00:00,nan,nan,nan,nan,nan,nan,1.1733393621398135e-05,0.0022409131129061135,nan
2026-07-27T07:59:57.770447+00:00,nan,nan,nan,nan,nan,nan,0.00011047841166146099,0.021099822385035372,nan
